Age,mg25_ppm
65264,1162.0908
65265,1172.135992
65266,1134.038679
65267,1118.097241
65268,1119.245773
65269,1123.501862
65270,1119.328789
65271,1073.612161
65272,1077.001832
65273,1145.778768
65274,1262.774338
65275,1331.379889
65276,1386.874812
65277,1423.424707
65278,1423.398221
65279,1387.719529
65280,1398.242729
65281,1396.043207
65282,1255.880341
65283,1104.880775
65284,1010.307887
65285,968.9020059
65286,980.9357245
65287,1034.929053
65288,988.1417527
65289,957.2443389
65290,1029.134389
65291,1147.737772
65292,1194.384772
65293,1173.296462
65294,1150.817438
65295,1181.874222
65296,1212.531698
65297,1210.161681
65298,1200.104283
65299,1196.517431
65300,1235.55541
65301,1298.220553
65302,1356.586987
65303,1372.612724
65304,1379.692583
65305,1456.749618
65306,1547.742093
65307,1551.289341
65308,1505.673607
65309,1454.341269
65310,1367.031204
65311,1330.836629
65312,1381.339761
65313,1483.43089
65314,1444.425731
65315,1380.386711
65316,1313.70669
65317,1207.980721
65318,1132.308528
65319,1109.347496
65320,1077.796522
65321,1176.87916
65322,1287.600871
65323,1290.974977
65324,1256.832736
65325,1222.086831
65326,1176.340444
65327,1131.978898
65328,1098.302408
65329,1053.90034
65330,1064.634536
65331,1091.025876
65332,1051.373526
65333,952.4541741
65334,903.8684357
65335,982.0405462
65336,1009.242632
65337,949.2361372
65338,980.9858169
65339,994.0106517
65340,948.3633321
65341,944.3685656
65342,979.1335059
65343,939.4964602
65344,874.7391885
65345,860.9837918
65346,964.2067722
65347,975.470463
65348,896.8351081
65349,895.465073
65350,922.2641497
65351,865.7101107
65352,798.9921691
65353,819.4070991
65354,901.9559989
65355,932.9157769
65356,869.4896442
65357,864.0981919
65358,903.2961851
65359,900.3549267
65360,897.3089237
65361,875.714939
65362,811.5704332
65363,786.0466735
65364,845.0800501
65365,891.9691113
65366,927.7817794
65367,879.9670709
65368,811.2812454
65369,812.4784748
65370,887.5655916
65371,928.4457844
65372,929.0085619
65373,1009.83364
65374,1064.051914
65375,1008.743567
65376,954.7302611
65377,938.7143963
65378,948.6787012
65379,1018.697682
65380,1051.445302
65381,1067.810625
65382,1085.329614
65383,1073.021789
65384,1028.773892
65385,1054.801879
65386,1087.074046
65387,1063.988978
65388,1045.498763
65389,1076.876577
65390,1064.07834
65391,1031.216435
65392,1039.083733
65393,1034.790605
65394,1034.312749
65395,1019.225863
65396,1013.473004
65397,968.351531
65398,956.1897097
65399,936.2756889
65400,897.5588987
65401,839.4898986
65402,829.2487942
65403,882.2919227
65404,922.3923755
65405,870.6531676
65406,850.3813495
65407,933.5223261
65408,926.3940514
65409,862.4725683
65410,851.0501812
65411,826.611693
65412,808.8195786
65413,908.4385671
65414,1027.543054
65415,955.8996899
65416,804.8352786
65417,793.6664447
65418,836.4808638
65419,833.6056438
65420,887.1326979
65421,995.5681024
65422,943.0989681
65423,799.0684537
65424,765.5159138
65425,812.5342141
65426,861.9730942
65427,886.6090826
65428,861.7430697
65429,875.9466617
65430,893.3552225
65431,804.6908953
65432,755.4163136
65433,812.4535992
65434,873.3982491
65435,829.0144001
65436,798.384399
65437,826.3262751
65438,815.0166706
65439,786.9975258
65440,817.3881095
65441,805.6458738
65442,791.1134977
65443,821.2115068
65444,856.0547335
65445,841.2144028
65446,817.7120723
65447,871.3491815
65448,931.340321
65449,905.8099914
65450,901.5214736
65451,891.4640422
65452,842.2302919
65453,808.258715
65454,821.8361901
65455,831.612474
65456,838.7626842
65457,854.4387312
65458,863.1261628
65459,831.9785761
65460,798.7647458
65461,768.0123128
65462,723.0065641
65463,684.2210068
65464,694.4694729
65465,717.967124
65466,764.236907
65467,811.2664786
65468,780.5015356
65469,707.1991608
65470,713.2479485
65471,756.1333375
65472,774.1316008
65473,783.6255777
65474,820.4126298
65475,879.4753934
65476,876.2926716
65477,815.2533206
65478,805.4499914
65479,875.2730192
65480,927.3843542
65481,883.2350897
65482,877.9958687
65483,924.2495952
65484,959.5958806
65485,1029.145996
65486,1034.110993
65487,894.3536573
65488,808.7345013
65489,897.6726157
65490,968.6860137
65491,907.213001
65492,885.8825289
65493,1008.548811
65494,1031.692227
65495,980.5264579
65496,981.033976
65497,975.3894848
65498,969.8323536
65499,1034.587823
65500,1050.143009
65501,984.1747618
65502,933.5644255
65503,986.6029495
65504,1017.517757
65505,1023.177507
65506,1054.67969
65507,1062.322672
65508,985.757211
65509,978.2730595
65510,1069.765081
65511,1106.500322
65512,1033.775125
65513,1009.987184
65514,1098.07227
65515,1124.972885
65516,1046.174537
65517,978.2677878
65518,927.978829
65519,913.4994755
65520,924.0509252
65521,984.4953174
65522,999.598271
65523,956.7247981
65524,926.8634385
65525,981.5355862
65526,1045.784544
65527,1024.981692
65528,991.54115
65529,1000.788121
65530,994.2743603
65531,963.255433
65532,948.7798915
65533,931.220975
65534,922.4532634
65535,957.378927
65536,979.3112482
65537,995.8642739
65538,1012.609668
65539,998.8025339
65540,945.3350109
65541,912.1014196
65542,941.6703958
65543,971.2198045
65544,924.2672965
65545,904.9424411
65546,983.0865665
65547,997.1851315
65548,967.4464921
65549,965.9496342
65550,962.6566413
65551,949.3232214
65552,908.7792629
65553,835.0715845
65554,857.4851631
65555,883.3443549
65556,875.2446151
65557,921.8854299
65558,969.772664
65559,954.2055207
65560,961.1677604
65561,984.2902601
65562,942.7682626
65563,905.9106205
65564,946.7046769
65565,1004.156387
65566,1009.672565
65567,1001.386669
65568,993.9461427
65569,957.4602
65570,882.6022478
65571,832.5083632
65572,852.0960045
65573,894.1161956
65574,907.02859
65575,885.1708371
65576,829.308239
65577,800.1761472
65578,728.1001986
65579,645.0401883
65580,635.5088705
65581,673.1087757
65582,686.7590376
65583,689.5338115
65584,682.6257204
65585,680.5440167
65586,669.8011708
65587,641.0154709
65588,598.605105
65589,594.0875439
65590,606.7938741
65591,576.7092104
65592,551.8927304
65593,564.1733638
65594,553.6647506
65595,539.0344242
65596,530.3757962
65597,518.8047767
65598,499.0491787
65599,519.1554044
65600,558.4047996
65601,574.5010279
65602,596.4722621
65603,642.6390511
65604,652.675802
65605,606.8763217
65606,546.7706314
65607,508.8268681
65608,483.8414309
65609,473.3992126
65610,494.3131021
65611,504.8205072
65612,514.0162604
65613,558.4734677
65614,573.7606484
65615,538.751672
65616,500.9175658
65617,501.4386408
65618,519.1686803
65619,514.4717177
65620,512.4759722
65621,536.8805859
65622,568.1614429
65623,564.8595297
65624,529.9732844
65625,487.8516176
65626,486.6147117
65627,497.11482
65628,490.9339359
65629,521.9678571
65630,594.2162807
65631,618.1162953
65632,616.9075786
65633,619.2879643
65634,573.0582427
65635,512.3227956
65636,513.1204
65637,524.2997321
65638,530.1523415
65639,548.1225471
65640,622.931759
65641,628.3684398
65642,581.9755946
65643,596.5025262
65644,591.0458069
65645,561.2496999
65646,524.6279281
65647,495.2681795
65648,473.4407364
65649,447.5437691
65650,425.9548593
65651,427.1342277
65652,457.5466827
65653,483.9421338
65654,486.048426
65655,486.033694
65656,499.9518108
65657,518.7729076
65658,570.7437553
65659,619.2473297
65660,635.6548614
65661,628.8948656
65662,628.1381239
65663,629.6910001
65664,614.5198679
65665,575.4479678
65666,543.4033138
65667,523.570213
65668,551.7608458
65669,596.5431744
65670,595.6286948
65671,566.3377833
65672,543.4331673
65673,532.2265467
65674,524.132807
65675,541.6912669
65676,532.9121578
65677,501.8008161
65678,505.1760871
65679,533.8162174
65680,548.2883112
65681,558.5781816
65682,594.2809522
65683,576.7798547
65684,531.4104162
65685,528.7350252
65686,491.5065993
65687,455.8270824
65688,452.591064
65689,469.7866224
65690,501.0501423
65691,540.2176178
65692,523.1259907
65693,503.3715826
65694,515.5277291
65695,538.3130729
65696,587.1067902
65697,648.3261311
65698,641.0541816
65699,595.6692626
65700,583.9925592
65701,575.2977226
65702,541.4867463
65703,512.4223123
65704,500.179204
65705,501.0580312
65706,516.0337527
65707,557.2431023
65708,548.8882718
65709,458.22201
65710,390.8973453
65711,397.8756675
65712,409.945919
65713,439.3756076
65714,448.910086
65715,426.5802196
65716,439.6192492
65717,497.355389
65718,536.1759271
65719,568.7532745
65720,642.5151216
65721,666.709321
65722,631.4844734
65723,605.1300669
65724,562.4686348
65725,507.505416
65726,499.0339416
65727,559.1998682
65728,603.6498368
65729,616.4838736
65730,593.2901134
65731,541.9715596
65732,492.5013466
65733,484.4202391
65734,513.6526529
65735,531.3305231
65736,572.1430078
65737,740.7424768
65738,738.8664526
65739,560.8958571
65740,536.1652471
65741,577.8802324
65742,532.4799864
65743,488.2162636
65744,505.8305573
65745,601.7611608
65746,613.2497074
65747,544.5093824
65748,528.1638801
65749,493.1993287
65750,468.969138
65751,514.1777731
65752,539.8318545
65753,527.6003967
65754,510.8509888
65755,505.1242687
65756,510.9756933
65757,482.4527423
65758,440.7643961
65759,456.8920236
65760,506.1863125
65761,551.3990055
65762,534.2602651
65763,476.6614092
65764,462.4901521
65765,457.9938699
65766,479.7932371
65767,521.9443241
65768,546.5236123
65769,538.7537791
65770,479.9957055
65771,437.6799338
65772,452.3727397
65773,501.0881704
65774,571.569538
65775,609.9543053
65776,558.6232193
65777,495.8920914
65778,506.7520741
65779,523.9949443
65780,551.3085541
65781,580.1596214
65782,595.9264638
65783,565.5340215
65784,545.8913946
65785,553.5302261
65786,587.3942175
65787,559.195287
65788,521.6805639
65789,524.9533659
65790,532.186885
65791,503.7823515
65792,480.8238227
65793,488.3415152
65794,506.2115764
65795,519.2135586
65796,553.5905504
65797,555.046532
65798,522.8987358
65799,512.3895053
65800,570.1632362
65801,648.3360699
65802,671.0939435
65803,634.0866168
65804,582.5936943
65805,568.3833021
65806,598.1659085
65807,603.4272226
65808,518.648017
65809,407.8847638
65810,583.9032862
65811,664.2049464
65812,560.7394246
65813,484.9711769
65814,528.2349036
65815,512.7553111
65816,574.0615496
65817,583.3627064
65818,565.3742729
65819,552.2303778
65820,540.0501189
65821,540.2239689
65822,592.8537148
65823,657.5830126
65824,616.3549724
65825,517.6859146
65826,437.7146006
65827,450.5674058
65828,509.4306691
65829,505.2867212
65830,501.2986885
65831,567.5910445
65832,597.428785
65833,565.1906105
65834,494.4236567
65835,463.3576221
65836,476.8272374
65837,513.8798239
65838,568.138876
65839,581.9174877
65840,499.9835166
65841,451.4362536
65842,469.8375179
65843,498.8598667
65844,488.7101313
65845,496.0220161
65846,502.0822306
65847,515.8539382
65848,527.4544065
65849,535.6680661
65850,543.4970267
65851,545.6920762
65852,559.7713596
65853,606.8835988
65854,605.179423
65855,551.7238862
65856,477.1780974
65857,451.1905777
65858,506.6177121
65859,535.465667
65860,522.357162
65861,526.2482183
65862,529.011293
65863,522.2451914
65864,525.9612359
65865,527.6689019
65866,511.17771
65867,487.7033441
65868,507.0372234
65869,541.2739315
65870,542.3831846
65871,514.1420811
65872,531.2171981
65873,524.3718647
65874,453.6758608
65875,379.6341321
65876,403.42645
65877,442.531257
65878,464.7411864
65879,470.2977054
65880,471.907464
65881,467.232048
65882,465.2807701
65883,446.8210864
65884,478.6664761
65885,542.084009
65886,535.363164
65887,497.8687473
65888,518.5122283
65889,534.2082589
65890,532.6842787
65891,527.9081447
65892,517.8484825
65893,500.8066651
65894,487.549788
65895,500.5104042
65896,512.5512564
65897,505.3675151
65898,496.437433
65899,523.5827075
65900,563.0825795
65901,556.4671114
65902,520.7057174
65903,531.1921952
65904,544.020212
65905,524.3437892
65906,517.7074669
65907,535.3936581
65908,561.2346394
65909,571.9256677
65910,591.4015406
65911,610.1785831
65912,611.9451997
65913,632.3058546
65914,596.9549852
65915,555.8212588
65916,567.9388003
65917,567.6689514
65918,564.7206076
65919,554.4532939
65920,558.1116561
65921,593.99672
65922,568.5799272
65923,485.4751145
65924,553.0955089
65925,648.8588188
65926,632.3328706
65927,595.2292276
65928,609.4347142
65929,587.2597993
65930,587.3850459
65931,577.8281196
65932,565.6133176
65933,579.8345157
65934,595.8600017
65935,570.3088151
65936,550.4907005
65937,548.7014427
65938,554.3361848
65939,549.2926477
65940,554.6395827
65941,557.258312
65942,569.7790161
65943,564.7529894
65944,569.0119139
65945,555.4148879
65946,518.260067
65947,500.8425356
65948,522.9299274
65949,531.8336923
65950,504.7297608
65951,508.6800564
65952,530.4999975
65953,506.8303328
65954,466.875112
65955,468.690333
65956,484.6701215
65957,514.3847834
65958,547.8869586
65959,547.5472103
65960,554.4380259
65961,575.4129759
65962,563.5049117
65963,547.8405655
65964,566.4212978
65965,598.362351
65966,579.3705903
65967,540.5290035
65968,536.7110335
65969,533.9689702
65970,520.3714965
65971,533.5226236
65972,533.8775084
65973,540.5987188
65974,540.7571423
65975,533.9786137
65976,558.0433769
65977,576.6238002
65978,558.9369405
65979,545.9668535
65980,530.2478127
65981,534.9135023
65982,529.3292109
65983,549.799908
65984,575.899058
65985,555.0763024
65986,531.9373883
65987,545.0283327
65988,539.9288592
65989,544.8716794
65990,552.2987623
65991,558.6580508
65992,564.5505962
65993,540.4292389
65994,535.7272485
65995,568.8514949
65996,581.6418451
65997,571.9992718
65998,567.5086784
65999,571.5183448
66000,577.7506469
66001,578.4060192
66002,577.5497805
66003,555.6460167
66004,528.0078246
66005,516.2911772
66006,528.4477781
66007,551.1097004
66008,556.2080211
66009,541.6310866
66010,519.8200708
66011,531.5461152
66012,571.0036558
66013,558.4906076
66014,557.6871246
66015,601.7781413
66016,592.1472392
66017,555.7776271
66018,575.7947341
66019,559.5028085
66020,535.4250414
66021,537.4619176
66022,535.4246249
66023,530.3422126
66024,570.3197477
66025,590.4266026
66026,547.6794049
66027,526.5678782
66028,545.9910049
66029,551.6831618
66030,555.7039251
66031,563.5628682
66032,534.8027484
66033,522.1090407
66034,516.045352
66035,494.5704936
66036,455.1827212
66037,462.0755857
66038,454.1975098
66039,428.6669619
66040,423.0331313
66041,433.5003264
66042,438.8481898
66043,442.3069506
66044,471.0537284
66045,500.8293347
66046,517.3594263
66047,524.2375186
66048,501.7040003
66049,465.5406718
66050,475.0122625
66051,491.8141115
66052,473.7174927
66053,453.2138073
66054,428.903222
66055,413.4621312
66056,419.5403947
66057,395.1861613
66058,382.2027209
66059,395.7337255
66060,435.55633
66061,469.7961252
66062,470.0820738
66063,443.5465156
66064,445.9559405
66065,441.1042098
66066,415.5511198
66067,394.8375065
66068,414.4436759
66069,413.2520734
66070,418.9543817
66071,441.6995514
66072,457.6233588
66073,476.8123462
66074,497.2722334
66075,500.2448896
66076,484.5260336
66077,480.2301916
66078,476.6363915
66079,487.7527912
66080,507.2132311
66081,541.964741
66082,572.3959655
66083,534.5341341
66084,479.3210872
66085,486.8011331
66086,507.3038454
66087,512.7173664
66088,548.1141158
66089,573.2574036
66090,567.955966
66091,528.618939
66092,492.8425194
66093,519.6275722
66094,556.3959569
66095,533.6632688
66096,506.2749909
66097,518.9870092
66098,541.2499673
66099,547.9808732
66100,580.7913393
66101,585.0301094
66102,539.6490112
66103,527.9916363
66104,522.8215746
66105,507.3773685
66106,495.8984839
66107,500.2703988
66108,489.9083316
66109,462.1548449
66110,455.5492559
66111,468.3933325
66112,490.5760572
66113,503.427261
66114,502.1767719
66115,480.1726611
66116,464.8294116
66117,464.2307656
66118,465.9073889
66119,452.229078
66120,453.5975586
66121,465.7378221
66122,479.6956063
66123,511.2331744
66124,509.3465264
66125,520.3531939
66126,541.901166
66127,545.3402691
66128,539.8119187
66129,558.4861497
66130,581.3694454
66131,573.2733575
66132,528.028042
66133,487.7815584
66134,473.6996501
66135,464.0355265
66136,466.2913085
66137,483.9262903
66138,480.9543667
66139,463.5368246
66140,445.6156244
66141,427.998134
66142,409.4835791
66143,399.3969298
66144,418.7346011
66145,442.3062004
66146,434.1303195
66147,427.5122839
66148,431.9981729
66149,420.0764596
66150,413.3339161
66151,411.7711147
66152,421.334966
66153,426.8843075
66154,414.2442753
66155,404.9241868
66156,408.0647935
66157,434.0874014
66158,460.2344374
66159,464.663032
66160,452.5753018
66161,448.7321891
66162,454.0467836
66163,442.0291583
66164,424.2017121
66165,425.1456616
66166,434.0940111
66167,446.7564867
66168,449.1128563
66169,437.2826703
66170,442.9234274
66171,447.7330572
66172,436.7011985
66173,427.9688236
66174,429.3426695
66175,519.478097
66176,524.9321306
66177,427.5777945
66178,418.3864569
66179,434.310911
66180,449.1062406
66181,467.5545609
66182,468.6725558
66183,466.518749
66184,470.661531
66185,493.3888942
66186,493.8373354
66187,457.4548524
66188,429.3662374
66189,446.1989243
66190,461.792677
66191,458.4609976
66192,458.2140882
66193,462.9947389
66194,477.3039138
66195,477.4095894
66196,468.9261937
66197,473.0401566
66198,462.8218653
66199,447.1651331
66200,451.0175824
66201,442.6244461
66202,430.1515831
66203,421.7278099
66204,399.8949827
66205,379.8564198
66206,390.677561
66207,419.9094437
66208,421.5590276
66209,412.8495533
66210,424.6867556
66211,428.8769058
66212,423.4544479
66213,422.130312
66214,409.4533388
66215,397.8547611
66216,408.2662133
66217,419.1300287
66218,423.7897994
66219,419.9864134
66220,420.7992823
66221,430.7653068
66222,422.6427424
66223,419.7142865
66224,418.114851
66225,402.1970278
66226,404.2745336
66227,419.3963976
66228,426.6025231
66229,427.2560789
66230,423.0801613
66231,424.5983833
66232,418.6793139
66233,422.4012705
66234,416.1371929
66235,395.5938248
66236,416.9234758
66237,423.3755944
66238,444.6873819
66239,427.1632278
66240,399.4961797
66241,429.0324509
66242,440.5283728
66243,428.4062851
66244,424.3449857
66245,419.6183921
66246,421.3609268
66247,424.0695908
66248,412.5782812
66249,392.0775012
66250,400.4501362
66251,404.8249168
66252,380.1024828
66253,405.1015448
66254,420.5944328
66255,379.2833872
66256,344.0981575
66257,369.4471479
66258,383.1668402
66259,396.9762513
66260,405.6179907
66261,408.2304822
66262,397.8175751
66263,393.0708921
66264,403.0418398
66265,406.0155949
66266,401.0919548
66267,408.2857118
66268,411.7814486
66269,408.7822899
66270,398.3766867
66271,393.8196589
66272,411.5859663
66273,408.0222561
66274,401.0467147
66275,424.9107998
66276,434.713176
66277,421.2484462
66278,406.619794
66279,398.961284
66280,393.9221935
66281,397.4515304
66282,406.6724855
66283,427.552629
66284,444.5496019
66285,441.7736491
66286,435.8609421
66287,425.4857987
66288,409.6601727
66289,413.1978526
66290,401.9657042
66291,392.2558162
66292,385.6200804
66293,373.1521971
66294,359.182073
66295,356.7938586
66296,365.7916935
66297,382.3984568
66298,404.9803676
66299,392.2849967
66300,358.9610933
66301,378.5835301
66302,411.7392506
66303,415.4595876
66304,405.9606956
66305,400.1180219
66306,405.8069949
66307,394.9928846
66308,350.0060294
66309,330.0244246
66310,346.4341542
66311,370.0463984
66312,387.65095
66313,379.4584823
66314,372.9832182
66315,377.3601016
66316,395.3482939
66317,412.475944
66318,408.202928
66319,417.8973233
66320,439.0639659
66321,426.6104466
66322,383.7481693
66323,366.8586374
66324,399.8489405
66325,432.6716218
66326,451.8104156
66327,449.1935861
66328,442.2612983
66329,454.613117
66330,466.2060535
66331,478.102016
66332,477.1336145
66333,463.0845647
66334,441.1757365
66335,432.5265117
66336,438.8841567
66337,451.6047662
66338,470.5420957
66339,471.8764745
66340,465.8950307
66341,475.730471
66342,468.5261703
66343,467.7630453
66344,457.8501582
66345,433.67085
66346,432.221382
66347,445.6726087
66348,441.5633545
66349,402.4625095
66350,364.4598688
66351,371.2209492
66352,380.6851325
66353,373.5551894
66354,401.1070433
66355,439.219825
66356,439.2651572
66357,410.7789477
66358,382.6892647
66359,396.7176034
66360,430.5117372
66361,452.6346042
66362,463.6693605
66363,483.9888309
66364,471.9247197
66365,415.2116209
66366,382.4195166
66367,377.8703507
66368,411.4653549
66369,443.7925535
66370,450.5580925
66371,467.2511801
66372,461.445318
66373,446.6669862
66374,451.5771462
66375,435.4621946
66376,435.1594679
66377,446.4926222
66378,414.9974259
66379,383.9071034
66380,411.9260461
66381,421.8133315
66382,422.0776187
66383,429.6131779
66384,422.3034862
66385,438.3298367
66386,463.0642746
66387,458.8662199
66388,447.2626766
66389,438.0287333
66390,448.3319818
66391,461.961805
66392,462.740561
66393,470.3377476
66394,473.696295
66395,453.3038761
66396,446.0678953
66397,440.0662476
66398,413.8357246
66399,410.9668132
66400,425.5565153
66401,428.4200862
66402,415.9249188
66403,398.6584035
66404,417.093312
66405,459.1308305
66406,472.9144347
66407,453.2384848
66408,443.08681
66409,456.4937001
66410,451.5088123
66411,460.2507634
66412,494.094898
66413,490.5828021
66414,486.6074174
66415,483.5271846
66416,455.8319458
66417,444.4604875
66418,456.544868
66419,461.6827
66420,470.8089328
66421,468.4654344
66422,473.6876078
66423,493.4736987
66424,509.9689827
66425,508.4692312
66426,517.4087692
66427,518.6555394
66428,509.122783
66429,506.8026962
66430,505.0654545
66431,509.8189438
66432,521.8891906
66433,506.1635148
66434,493.5951411
66435,500.8528546
66436,502.0450186
66437,495.7973338
66438,509.102081
66439,525.113268
66440,524.5587265
66441,550.0607397
66442,542.6693028
66443,521.999282
66444,538.7561643
66445,556.8951377
66446,548.8941309
66447,536.5505585
66448,539.9282683
66449,544.0045055
66450,556.2654835
66451,548.9448995
66452,522.1990295
66453,521.4503193
66454,514.279033
66455,524.1499218
66456,562.6165756
66457,554.1831561
66458,538.3486109
66459,532.4554108
66460,515.1129732
66461,511.25165
66462,532.1958179
66463,539.1156581
66464,520.6011076
66465,531.2906342
66466,532.6253112
66467,540.2794774
66468,550.8812898
66469,537.6449968
66470,537.577186
66471,539.0443735
66472,535.7571363
66473,544.495606
66474,547.9244106
66475,538.0946507
66476,528.7947511
66477,531.9195261
66478,515.3926037
66479,501.3928494
66480,514.0801553
66481,517.2356765
66482,509.2172849
66483,519.5114288
66484,504.4983056
66485,493.6600945
66486,482.199035
66487,477.1369579
66488,487.1269833
66489,480.5394253
66490,468.6155724
66491,489.9178045
66492,501.7255888
66493,501.3620745
66494,504.074818
66495,511.6980736
66496,521.9985242
66497,530.6426402
66498,534.8724746
66499,528.769342
66500,525.5059228
66501,524.0388531
66502,503.7612268
66503,497.4956609
66504,503.0181635
66505,514.2132479
66506,550.1715206
66507,553.4663263
66508,525.0707075
66509,535.977531
66510,549.6661336
66511,525.4773678
66512,566.6558055
66513,572.4463918
66514,490.4235653
66515,466.2454463
66516,483.1620758
66517,508.600267
66518,529.0787537
66519,533.3830602
66520,529.016811
66521,521.0076344
66522,511.9830625
66523,497.7154411
66524,466.9112871
66525,460.3709178
66526,496.9005164
66527,510.6349192
66528,485.1025826
66529,507.2633731
66530,534.8911811
66531,541.4419748
66532,552.8593348
66533,557.3918716
66534,550.1459052
66535,556.895311
66536,570.4754784
66537,581.9068578
66538,587.8239719
66539,576.2239698
66540,578.5432063
66541,577.4535938
66542,576.6055238
66543,612.8994533
66544,619.1736574
66545,604.6942373
66546,632.5905124
66547,635.5459545
66548,633.8423819
66549,629.0493015
66550,576.3841835
66551,484.8560435
66552,441.8755214
66553,473.3859684
66554,520.9355249
66555,533.2892938
66556,523.398386
66557,528.9482891
66558,610.3244794
66559,719.8048768
66560,652.0448313
66561,566.3042046
66562,624.5231708
66563,619.524383
66564,614.9345899
66565,584.9488325
66566,535.9579777
66567,519.1305559
66568,527.17129
66569,548.7292169
66570,545.4045639
66571,514.8002251
66572,519.1279498
66573,527.8581293
66574,491.587853
66575,466.7178929
66576,446.27074
66577,411.2265678
66578,431.078593
66579,450.7301118
66580,431.5999006
66581,483.7768439
66582,567.8443501
66583,583.7786865
66584,575.8412546
66585,556.5976598
66586,542.825047
66587,554.3670024
66588,514.5388829
66589,485.5675047
66590,539.644717
66591,540.5197102
66592,481.2985636
66593,454.364315
66594,452.5482205
66595,495.8749939
66596,527.0117469
66597,488.369849
66598,455.4935492
66599,466.113042
66600,489.851054
66601,468.4369393
66602,424.6130834
66603,439.406175
66604,428.7285324
66605,394.5412976
66606,404.9578445
66607,397.9423397
66608,396.1103872
66609,398.0964463
66610,394.4442986
66611,432.7688199
66612,469.8888753
66613,459.8205596
66614,418.8317039
66615,405.680991
66616,450.1266839
66617,479.3405707
66618,443.4921712
66619,420.3220223
66620,449.0438395
66621,504.5416548
66622,555.2386827
66623,564.4438543
66624,564.324832
66625,553.1036706
66626,508.7457511
66627,496.5254494
66628,504.0122077
66629,487.301577
66630,518.6085171
66631,507.2499062
66632,459.3482892
66633,451.636998
66634,419.7638666
66635,388.2501547
66636,384.5543798
66637,404.5613693
66638,411.2709082
66639,409.6760735
66640,406.9579123
66641,391.4946896
66642,415.2794676
66643,457.8988751
66644,447.6344843
66645,419.9068523
66646,429.1543766
66647,461.8584094
66648,484.9005526
66649,523.1106705
66650,551.7004356
66651,560.8479034
66652,531.2520164
66653,477.1851068
66654,469.8457157
66655,467.7365999
66656,476.3701203
66657,488.9118919
66658,493.150697
66659,520.4380814
66660,572.9011254
66661,569.9616687
66662,494.962168
66663,431.1006349
66664,403.3455776
66665,433.0652362
66666,453.9530619
66667,449.1915834
66668,496.2830216
66669,578.793954
66670,632.378744
66671,601.7043906
66672,585.0491654
66673,630.0441282
66674,636.2882175
66675,618.2839564
66676,658.959339
66677,639.4364281
66678,581.7777505
66679,618.8810795
66680,653.1794693
66681,667.7352424
66682,666.8886963
66683,586.4949643
66684,521.3909347
66685,512.9110597
66686,480.5990729
66687,458.9581474
66688,445.3244288
66689,443.6644086
66690,464.0820092
66691,527.6297158
66692,578.5046328
66693,561.2189456
66694,603.4251671
66695,687.3714795
66696,662.9623818
66697,590.5561155
66698,598.3414363
66699,607.1977865
66700,648.7363063
66701,671.939645
66702,639.6504577
66703,635.3858417
66704,586.1734155
66705,549.375771
66706,520.9218904
66707,530.0981709
66708,613.6380815
66709,666.0626826
66710,649.7240339
66711,649.5698132
66712,661.3859321
66713,644.742444
66714,659.0149989
66715,706.2436832
66716,693.5001717
66717,633.237565
66718,649.0940741
66719,695.2033429
66720,644.2781538
66721,587.8042151
66722,617.533913
66723,625.6495693
66724,622.593755
66725,615.9357211
66726,566.653651
66727,544.0113595
66728,546.1474671
66729,557.4828052
66730,621.1288653
66731,677.237367
66732,671.9540419
66733,692.2604484
66734,726.741639
66735,712.4805522
66736,668.0861617
66737,662.8897687
66738,671.1406472
66739,640.9624035
66740,615.3197955
66741,620.5534916
66742,600.1218893
66743,597.1265986
66744,640.6052992
66745,626.7031692
66746,640.2906103
66747,640.840611
66748,607.5198215
66749,609.9425315
66750,627.946331
66751,622.5140595
66752,595.5207488
66753,622.4817963
66754,627.5879888
66755,636.1917414
66756,669.2093712
66757,692.5888612
66758,714.207053
66759,735.1559038
66760,740.9296199
66761,733.5892277
66762,724.8244071
66763,713.7150469
66764,741.3350575
66765,785.3265401
66766,801.493008
66767,1260.846792
66768,1160.791157
66769,679.4549264
66770,775.3462343
66771,779.9266074
66772,720.2626073
66773,668.0471216
66774,666.0888233
66775,634.0164163
66776,677.1694782
66777,694.3565907
66778,681.8034109
66779,709.5349905
66780,718.4945065
66781,723.3432034
66782,751.0485115
66783,751.9543856
66784,746.2053995
66785,778.8429411
66786,749.036975
66787,771.2465656
66788,882.5002207
66789,878.7525887
66790,833.8505366
66791,880.3185999
66792,956.0882352
66793,967.8984058
66794,908.2437163
66795,936.944838
66796,952.7329461
66797,898.1913095
66798,927.9301282
66799,963.7602083
66800,931.9766381
66801,919.6399425
66802,984.9123612
66803,1021.890513
66804,1009.408902
66805,967.0308728
66806,888.1377431
66807,885.3372523
66808,893.8511593
66809,842.2600984
66810,835.3690092
66811,853.3818823
66812,892.7522302
66813,904.9347692
66814,904.3447738
66815,931.7431653
66816,910.0920062
66817,880.1349641
66818,886.8405929
66819,903.6685304
66820,882.5046628
66821,853.9341845
66822,845.8056965
66823,814.98025
66824,854.5639867
66825,900.2805164
66826,917.3353427
66827,959.4289283
66828,934.8980628
66829,889.5528491
66830,830.9762245
66831,786.4409871
66832,780.9497174
66833,757.7442467
66834,746.8047993
66835,744.3433868
66836,734.0959915
