Age,mg25_ppm
66837,733.4736115
66838,720.3008895
66839,732.7604941
66840,749.2519722
66841,726.1689079
66842,681.0976057
66843,603.8852666
66844,590.343163
66845,620.3566839
66846,649.5719159
66847,700.3229329
66848,709.2303229
66849,721.8785688
66850,727.9926166
66851,738.5586424
66852,725.908666
66853,710.7963275
66854,741.89676
66855,714.744265
66856,754.4328568
66857,743.9846692
66858,627.899141
66859,602.3372818
66860,596.3326825
66861,613.4245339
66862,634.9744365
66863,707.2976076
66864,743.4229104
66865,717.0099315
66866,664.9247517
66867,628.7947891
66868,685.3004447
66869,750.9687208
66870,707.8119288
66871,691.2629856
66872,715.8794099
66873,671.438205
66874,661.073935
66875,708.2413515
66876,732.4691243
66877,725.7553905
66878,709.0546197
66879,690.7079185
66880,678.6029762
66881,667.7471468
66882,657.5401152
66883,645.0667341
66884,654.6435804
66885,691.9978775
66886,697.6885183
66887,888.1016552
66888,827.3416789
66889,641.1578646
66890,672.151755
66891,658.2092931
66892,691.8694447
66893,680.2357789
66894,713.6402541
66895,709.8806187
66896,599.0486424
66897,553.921061
66898,618.2064133
66899,619.3195323
66900,496.3930463
66901,437.3871165
66902,510.7655752
66903,573.7457822
66904,479.9579358
66905,422.2855525
66906,478.0346051
66907,506.6713028
66908,493.6092818
66909,491.6811629
66910,496.1338654
66911,552.5413204
66912,577.8739289
66913,602.3621268
66914,627.4752189
66915,577.098385
66916,503.6115981
66917,545.2102196
66918,597.5004887
66919,587.5563591
66920,561.9505863
66921,540.664108
66922,488.7874525
66923,479.7521658
66924,530.3140196
66925,550.7733648
66926,555.298231
66927,563.5246632
66928,524.758423
66929,495.8446534
66930,489.2469178
66931,427.3486244
66932,403.8199456
66933,411.7643704
66934,438.9800738
66935,485.8769423
66936,515.267527
66937,535.1433107
66938,550.9138907
66939,549.1329193
66940,571.6332333
66941,576.4542012
66942,527.8419519
66943,508.4804686
66944,537.277031
66945,519.1449195
66946,472.2697447
66947,455.1077763
66948,458.6956398
66949,454.3356899
66950,457.0097352
66951,505.5248639
66952,537.177872
66953,538.1734615
66954,519.2069188
66955,514.864457
66956,488.3755211
66957,415.2562673
66958,378.200973
66959,384.183226
66960,421.2962502
66961,440.0937593
66962,397.2706277
66963,378.3038195
66964,392.4943133
66965,402.3025987
66966,391.6860668
66967,414.1863376
66968,437.5638096
66969,470.2452607
66970,497.8448622
66971,568.0052617
66972,537.8019623
66973,437.3762204
66974,436.1001512
66975,505.945105
66976,526.8601336
66977,569.406052
66978,578.6598005
66979,498.6640066
66980,500.4685362
66981,499.0718904
66982,472.5820497
66983,437.0337937
66984,441.0719673
66985,471.6130905
66986,508.2587427
66987,453.8703873
66988,408.5949139
66989,416.2742943
66990,442.8834905
66991,424.3342414
66992,353.3687281
66993,355.3362003
66994,376.0937254
66995,374.9358543
66996,401.8290897
66997,475.6455917
66998,420.6827109
66999,412.347454
67000,465.4904925
67001,421.1032365
67002,386.3282293
67003,397.8254946
67004,431.1147076
67005,409.4287258
67006,383.3274959
67007,383.5661138
67008,400.5277409
67009,395.0153077
67010,412.6563797
67011,422.6147732
67012,416.0539023
67013,418.1170167
67014,444.5879875
67015,516.9384552
67016,549.1471711
67017,478.1575115
67018,430.0702518
67019,413.1080003
67020,405.8609966
67021,434.2171315
67022,461.4532295
67023,470.2900133
67024,514.6524793
67025,520.4351122
67026,459.1273845
67027,395.2088174
67028,407.8080612
67029,441.144888
67030,454.9815184
67031,456.6262521
67032,426.5642586
67033,414.2217569
67034,414.3337857
67035,439.8542005
67036,434.4469323
67037,406.5150806
67038,384.5293705
67039,432.1727277
67040,478.4256062
67041,412.5127148
67042,379.3565873
67043,399.7474293
67044,399.8576118
67045,374.4417835
67046,394.650212
67047,395.8816977
67048,407.207473
67049,417.8861815
67050,409.2741671
67051,425.6967222
67052,463.6788062
67053,459.4971959
67054,479.8638596
67055,491.2570459
67056,412.1792156
67057,425.6567449
67058,429.3160102
67059,452.7157199
67060,470.3737649
67061,453.260624
67062,434.8755009
67063,474.5451564
67064,446.7062331
67065,396.2566592
67066,408.8598506
67067,414.789719
67068,411.1858297
67069,423.0169274
67070,384.0214717
67071,425.7763771
67072,430.7827214
67073,394.9774671
67074,416.9757161
67075,450.0784636
67076,441.5086041
67077,432.0249219
67078,466.8540818
67079,489.1386136
67080,555.3074328
67081,539.371245
67082,427.8536556
67083,433.7491142
67084,487.9253025
67085,443.8498259
67086,407.9162601
67087,421.3065967
67088,445.4185161
67089,439.412521
67090,422.6000365
67091,414.5430249
67092,414.7962871
67093,430.4035396
67094,486.9838528
67095,631.1412946
67096,581.5943126
67097,514.9730866
67098,454.5440124
67099,438.2954194
67100,428.8757211
67101,386.7821434
67102,395.6910734
67103,401.3214889
67104,393.6957003
67105,391.583314
67106,381.3543942
67107,395.4648687
67108,402.1213091
67109,416.1815621
67110,402.2292235
67111,389.3126677
67112,401.6885095
67113,410.9259467
67114,400.1404536
67115,376.9968811
67116,399.3199469
67117,372.9305333
67118,377.0664556
67119,411.077045
67120,405.8810407
67121,419.9534105
67122,404.5966892
67123,379.7206801
67124,390.3229389
67125,405.386494
67126,383.1529669
67127,370.795524
67128,388.4822633
67129,369.4876898
67130,332.5705486
67131,328.3731934
67132,337.0908323
67133,364.2414349
67134,350.4637326
67135,337.53602
67136,364.7619846
67137,361.1864335
67138,359.5107356
67139,385.6441424
67140,389.0770601
67141,355.1376027
67142,359.3057786
67143,395.1803319
67144,392.464493
67145,411.3938067
67146,416.8635305
67147,413.9650021
67148,399.8855182
67149,339.9892594
67150,370.929096
67151,378.9756356
67152,381.5278336
67153,397.6520692
67154,368.3827532
67155,359.4227516
67156,393.9582473
67157,402.3509513
67158,424.5475713
67159,453.1245624
67160,436.8060577
67161,440.4507794
67162,434.6890951
67163,425.2309757
67164,434.4736088
67165,492.5585286
67166,506.293026
67167,498.960494
67168,494.1340819
67169,496.6700907
67170,481.8953004
67171,473.7532804
67172,477.7670675
67173,484.2439586
67174,484.8743557
67175,461.9081826
67176,464.5631632
67177,472.9357133
67178,438.4056123
67179,440.3669743
67180,442.4188749
67181,435.3245899
67182,423.4303725
67183,370.3908557
67184,345.6112993
67185,348.701716
67186,358.8333437
67187,379.9307021
67188,376.5616033
67189,369.205002
67190,367.8113541
67191,369.3642956
67192,362.071924
67193,378.8129187
67194,386.5211613
67195,359.0653018
67196,364.0005884
67197,399.244235
67198,399.8391701
67199,441.9710748
67200,455.8133085
67201,374.9870813
67202,392.3435734
67203,400.7423376
67204,431.1519157
67205,400.65841
67206,364.5583854
67207,353.0774102
67208,362.3530653
67209,378.8016092
67210,365.2487422
67211,364.705688
67212,333.7493082
67213,365.5646319
67214,409.9621036
67215,454.754879
67216,475.6442244
67217,436.5379857
67218,433.8070558
67219,421.9910482
67220,383.1486279
67221,414.9154206
67222,437.0259531
67223,395.7754284
67224,412.0535786
67225,422.9517867
67226,442.2288883
67227,443.5432065
67228,381.8139966
67229,344.386368
67230,411.69872
67231,647.6308038
67232,423.5156851
67233,346.9435596
67234,328.7983964
67235,309.242765
67236,309.4409081
67237,322.7126083
67238,338.6946252
67239,348.3012363
67240,370.4712378
67241,405.2165923
67242,416.3439905
67243,406.3312881
67244,394.5156203
67245,408.2691316
67246,391.8345125
67247,409.230848
67248,445.6378318
67249,443.6696048
67250,463.3207638
67251,460.0134843
67252,450.2993243
67253,484.9026296
67254,453.266403
67255,399.1056382
67256,394.6812916
67257,419.2111966
67258,476.0382059
67259,445.7306835
67260,391.0272276
67261,361.0153796
67262,342.171372
67263,360.5494988
67264,393.7587084
67265,394.8305615
67266,389.8173573
67267,400.9919674
67268,359.9052499
67269,321.2820277
67270,294.5160189
67271,325.8419565
67272,396.2831032
67273,426.9067866
67274,401.9073853
67275,359.1619526
67276,376.5633243
67277,377.2535237
67278,353.1243527
67279,351.5329784
67280,377.0072855
67281,403.4389627
67282,415.2937906
67283,431.39392
67284,432.9471205
67285,423.2082255
67286,427.4886229
67287,395.1771773
67288,358.4383235
67289,371.9159078
67290,401.392938
67291,401.637039
67292,378.418389
67293,373.019696
67294,401.6426218
67295,404.6937062
67296,365.9921201
67297,392.8661432
67298,416.9960661
67299,364.5482073
67300,380.425322
67301,389.8162602
67302,377.0708452
67303,380.7158846
67304,370.5738299
67305,411.3373114
67306,389.4056006
67307,343.534105
67308,360.0360014
67309,351.5056304
67310,361.2223386
67311,404.0253794
67312,431.8546496
67313,409.0520874
67314,388.3859277
67315,392.9880021
67316,373.6395187
67317,346.3286919
67318,337.8995133
67319,381.964371
67320,397.0461667
67321,402.2707401
67322,407.6849544
67323,428.3728216
67324,381.4654767
67325,335.1714925
67326,369.3073814
67327,375.4539739
67328,435.0788425
67329,413.2057278
67330,395.8204421
67331,419.6777699
67332,400.9329137
67333,370.6533883
67334,341.3256077
67335,350.5237911
67336,375.8503879
67337,374.7123109
67338,369.0327701
67339,345.2865609
67340,352.5380255
67341,366.7891481
67342,370.8956965
67343,338.4779013
67344,357.5145422
67345,399.3890859
67346,381.2436882
67347,374.988399
67348,384.5611964
67349,393.6624072
67350,391.7153333
67351,382.3468196
67352,368.7187045
67353,354.5073069
67354,361.3076945
67355,385.9410044
67356,376.7381222
67357,391.344481
67358,365.7272535
67359,375.9671314
67360,415.0632066
67361,394.2064957
67362,384.7216579
67363,405.7652036
67364,384.5044084
67365,418.706358
67366,376.8625675
67367,411.6502608
67368,465.6786169
67369,447.997078
67370,460.5485378
67371,403.1455676
67372,417.1045351
67373,476.0068156
67374,458.1534041
67375,438.7489576
67376,433.1378504
67377,433.6866375
67378,442.8146022
67379,431.28744
67380,441.3861157
67381,513.6173158
67382,551.5003949
67383,381.733514
67384,327.8155728
67385,368.6478556
67386,357.716997
67387,387.0167284
67388,345.63271
67389,312.9448988
67390,310.8713888
67391,309.7047305
67392,365.5599508
67393,376.2143079
67394,350.1678339
67395,384.3431672
67396,390.9409839
67397,404.2875698
67398,457.8059411
67399,397.8500484
67400,526.3629218
67401,403.8091928
67402,333.7872248
67403,348.8442403
67404,387.8465467
67405,396.4706225
67406,356.4852821
67407,379.4202605
67408,427.4646355
67409,418.6300263
67410,363.1569001
67411,326.4797481
67412,360.4923052
67413,367.2268508
67414,342.1843156
67415,320.1431247
67416,344.6760146
67417,373.2004699
67418,326.3110556
67419,322.5268139
67420,368.6768487
67421,378.2970429
67422,408.8922251
67423,423.6660967
67424,372.8136566
67425,344.5728213
67426,340.4885383
67427,377.534669
67428,373.2405167
67429,360.3915736
67430,381.6435568
67431,402.5612036
67432,403.2353553
67433,389.7229926
67434,352.3929471
67435,443.7689792
67436,473.0759006
67437,364.107863
67438,433.58836
67439,425.7828208
67440,415.9051276
67441,434.4444479
67442,390.7573515
67443,353.7593751
67444,382.1314934
67445,399.7374255
67446,361.8463975
67447,433.0049886
67448,496.7332513
67449,370.493303
67450,368.0875804
67451,331.8619778
67452,310.2050072
67453,319.2204488
67454,359.0063923
67455,354.6328996
67456,348.2812724
67457,374.5185124
67458,389.3530976
67459,374.8910281
67460,356.3033349
67461,373.2732115
67462,412.6022342
67463,435.5420929
67464,425.7790387
67465,390.7175341
67466,380.8454514
67467,355.1735063
67468,318.2008241
67469,312.9314835
67470,301.9300131
67471,340.1776531
67472,343.450976
67473,355.4228397
67474,363.4567984
67475,364.2066612
67476,363.0348056
67477,353.7496173
67478,305.6694906
67479,312.1115413
67480,317.7399533
67481,299.7769606
67482,307.0367297
67483,316.5807536
67484,347.6970721
67485,367.7636066
67486,375.892724
67487,370.2565075
67488,361.612975
67489,344.3569746
67490,339.3369743
67491,332.5174555
67492,326.1035028
67493,353.7239285
67494,370.9569401
67495,363.5531126
67496,354.6008165
67497,357.721014
67498,314.6982604
67499,526.9191115
67500,458.7154591
67501,390.7579973
67502,413.0919183
67503,424.1744435
67504,390.3487074
67505,375.4106782
67506,375.6752007
67507,366.9475628
67508,363.1207992
67509,353.8003822
67510,351.9890764
67511,368.2460342
67512,373.7870914
67513,390.8214505
67514,378.9776373
67515,376.0366518
67516,393.8886375
67517,396.7572819
67518,411.9851555
67519,409.1468002
67520,416.6188335
67521,423.57794
67522,385.2673816
67523,374.1852709
67524,375.6482571
67525,342.1945393
67526,325.0926188
67527,324.665063
67528,300.5534238
67529,345.6006229
67530,397.6053652
67531,393.3071613
67532,374.1343946
67533,416.8141189
67534,445.2192323
67535,444.7915761
67536,426.7871883
67537,406.8774444
67538,387.3321997
67539,416.9615039
67540,397.769637
67541,360.3280868
67542,316.2259261
67543,311.6730326
67544,321.912426
67545,332.2193825
67546,344.3950946
67547,336.9426232
67548,357.6646296
67549,347.8866894
67550,340.4627974
67551,371.30126
67552,362.4692808
67553,370.8836768
67554,382.787273
67555,375.2210503
67556,369.8783146
67557,373.7056427
67558,353.2997963
67559,345.9603737
67560,365.2867482
67561,366.6607176
67562,353.0880853
67563,352.3189405
67564,348.8517688
67565,350.2755259
67566,351.0261644
67567,332.4546637
67568,327.7388595
67569,337.8581056
67570,342.7193132
67571,338.6522561
67572,350.9542871
67573,333.2913021
67574,324.4532408
67575,364.1435499
67576,357.5359899
67577,339.9907872
67578,341.0694459
67579,359.4668669
67580,395.0857766
67581,382.3386362
67582,373.7186378
67583,347.7693332
67584,337.7192049
67585,335.9246916
67586,339.097547
67587,337.4219853
67588,331.2023081
67589,329.9079384
67590,345.8770753
67591,365.4123302
67592,339.0310189
67593,324.5560841
67594,321.543484
67595,354.7384744
67596,401.2577212
67597,398.1171064
67598,380.6142575
67599,328.3918446
67600,315.2895309
67601,305.6442661
67602,332.9897129
67603,321.8082007
67604,325.3745162
67605,344.6931792
67606,368.8855091
67607,394.6730884
67608,391.9987902
67609,407.9765891
67610,432.1252228
67611,422.5146958
67612,392.9101868
67613,383.442207
67614,418.1158635
67615,447.5945682
67616,415.3177798
67617,417.9923194
67618,414.2003938
67619,428.8753029
67620,402.6365627
67621,406.3221083
67622,437.0488594
67623,439.7958606
67624,387.324571
67625,360.3853265
67626,351.3611698
67627,336.5855335
67628,352.6564615
67629,368.7705121
67630,371.6155094
67631,390.990529
67632,398.628107
67633,380.0149512
67634,377.0264587
67635,386.5746457
67636,365.8321287
67637,346.427753
67638,329.2556047
67639,339.4033437
67640,357.7028394
67641,380.019393
67642,412.1043339
67643,400.7788867
67644,380.4886759
67645,320.7326729
67646,296.5041653
67647,313.1750533
67648,350.8049737
67649,350.0304453
67650,325.4922976
67651,357.0309337
67652,371.3817069
67653,346.8620147
67654,336.4295925
67655,326.4764786
67656,323.541095
67657,359.3503889
67658,405.7823095
67659,394.1130415
67660,350.9716189
67661,351.3952439
67662,378.6466079
67663,376.6879495
67664,415.6257856
67665,390.4649333
67666,354.4319797
67667,345.4877459
67668,381.0040262
67669,401.897369
67670,342.0055392
67671,360.6532623
67672,396.7672464
67673,353.4822375
67674,341.1382898
67675,382.4664035
67676,427.9885844
67677,414.5107057
67678,350.10886
67679,327.8187122
67680,315.914593
67681,293.5555338
67682,313.7161782
67683,340.0903653
67684,351.3130606
67685,376.067522
67686,357.6601343
67687,348.9693107
67688,369.2811609
67689,322.9812135
67690,356.1555069
67691,378.7204814
67692,381.5171359
67693,370.4395415
67694,353.0392621
67695,367.9465477
67696,396.7499461
67697,379.1281522
67698,333.7017213
67699,283.1663646
67700,271.7073531
67701,264.2688559
67702,261.0841806
67703,265.9593998
67704,309.9826105
67705,335.1779833
67706,326.4503925
67707,356.5903167
67708,375.2929529
67709,359.5153522
67710,363.8906909
67711,368.4255122
67712,383.979785
67713,373.5669226
67714,374.0192732
67715,398.1532775
67716,405.7112792
67717,416.4159428
67718,394.1721771
67719,373.0625662
67720,403.5706771
67721,442.37713
67722,447.6594693
67723,421.0651348
67724,421.6947321
67725,419.9817651
67726,367.9262471
67727,361.2680751
67728,355.1731217
67729,331.8386506
67730,365.0029992
67731,368.020625
67732,328.8140733
67733,311.3402548
67734,343.7969036
67735,439.5327634
67736,470.9939318
67737,368.250492
67738,305.2425175
67739,293.9931847
67740,293.3656487
67741,279.3638735
67742,260.5456878
67743,261.1693894
67744,268.457845
67745,254.2369661
67746,263.5677069
67747,307.5350167
67748,364.2872181
67749,373.7214345
67750,351.7174762
67751,332.8527101
67752,345.4871584
67753,342.5565787
67754,383.0295364
67755,433.818388
67756,383.033404
67757,281.2567264
67758,308.0232256
67759,366.3919109
67760,390.4149814
67761,390.4026662
67762,407.7164625
67763,368.5763971
67764,360.1429949
67765,372.933063
67766,314.7168163
67767,306.1997172
67768,366.0945029
67769,355.7917492
67770,318.5938136
67771,285.9887552
67772,249.6919196
67773,248.9911798
67774,274.1749818
67775,321.4626171
67776,342.414073
67777,341.3258688
67778,311.6256894
67779,311.6800827
67780,366.3370271
67781,376.8235918
67782,347.3545187
67783,315.6064179
67784,294.5671115
67785,338.126864
67786,377.2010769
67787,382.7468001
67788,372.4913021
67789,350.4175515
67790,335.4376754
67791,362.5345418
67792,420.4068166
67793,476.3184929
67794,385.8872246
67795,344.7160512
67796,365.8667479
67797,400.1238271
67798,375.9971792
67799,392.0226196
67800,431.6486157
67801,400.1387266
67802,330.2991844
67803,357.9891855
67804,410.8342531
67805,387.5913316
67806,428.8768128
67807,387.8527725
67808,346.9508873
67809,417.0482413
67810,418.3762004
67811,319.5900986
67812,317.9260608
67813,365.2993169
67814,393.4872944
67815,355.5460784
67816,303.2450696
67817,282.1418819
67818,290.1071414
67819,326.558455
67820,344.3417267
67821,304.3851665
67822,301.677935
67823,323.5250115
67824,382.3739395
67825,420.8649935
67826,438.1839741
67827,389.9230778
67828,373.0256805
67829,370.1393302
67830,356.9439426
67831,434.9519216
67832,465.9370122
67833,381.987602
67834,349.3537298
67835,351.8543464
67836,369.7626418
67837,420.8369286
67838,390.5388523
67839,351.1892093
67840,338.8175968
67841,327.9802702
67842,341.0466218
67843,384.2186857
67844,406.23313
67845,418.1714516
67846,427.4091294
67847,387.1857329
67848,350.39508
67849,389.9084323
67850,430.0139646
67851,414.3514525
67852,310.6668833
67853,276.4210562
67854,315.6330884
67855,341.7517737
67856,354.1193546
67857,434.7125528
67858,386.5296708
67859,316.869202
67860,308.28797
67861,372.9242659
67862,404.1953177
67863,396.734433
67864,418.7868176
67865,423.9072598
67866,358.3242299
67867,393.0866031
67868,356.1705334
67869,334.3337908
67870,356.4530477
67871,430.5104724
67872,468.7652872
67873,443.7414803
67874,455.9265249
67875,443.1084576
67876,336.1586958
67877,322.0048476
67878,366.8664027
67879,342.3176234
67880,325.5315115
67881,394.3826623
67882,468.6822747
67883,470.1784756
67884,400.486578
67885,360.4964833
67886,405.3223412
67887,478.1163973
67888,434.9355916
67889,370.4879034
67890,404.138974
67891,407.4487563
67892,373.2835053
67893,356.3788991
67894,342.1378465
67895,314.7455646
67896,370.1470206
67897,451.995393
67898,437.8290031
67899,447.4876708
67900,469.0389042
67901,474.1368023
67902,450.7912589
67903,426.5433057
67904,376.510346
67905,371.3614003
67906,346.3602726
67907,310.759691
67908,331.3084622
67909,430.825637
67910,402.1459025
67911,360.5570526
67912,315.1357975
67913,306.5660138
67914,311.0221088
67915,331.198472
67916,365.7084441
67917,351.9920044
67918,372.694045
67919,413.7068609
67920,430.3771693
67921,395.4024163
67922,389.1402945
67923,376.7342025
67924,390.5527956
67925,419.4850075
67926,411.7006783
67927,409.2020328
67928,406.1873289
67929,395.4659093
67930,399.1851799
67931,394.5090143
67932,398.6849799
67933,386.0521873
67934,419.9185965
67935,384.2155601
67936,297.4780618
67937,301.8284875
67938,284.2629547
67939,306.9781178
67940,307.8996189
67941,318.7877433
67942,324.9711104
67943,311.9715413
67944,353.461175
67945,376.1410104
67946,365.0407357
67947,399.1142763
67948,447.1764628
67949,440.1820423
67950,436.4661986
67951,453.2936417
67952,436.726608
67953,455.4692816
67954,440.3850993
67955,427.6649333
67956,436.4033756
67957,456.1011175
67958,473.0795154
67959,442.4805963
67960,421.4944421
67961,445.5750251
67962,439.1385801
67963,459.3276334
67964,457.9395863
67965,501.8755198
67966,578.5488546
67967,469.4769345
67968,355.5772433
67969,331.6773936
67970,367.2176836
67971,332.869413
67972,310.9817404
67973,325.3248018
67974,324.2658603
67975,324.7614644
67976,331.580321
67977,341.6585381
67978,331.5599977
67979,329.8916023
67980,414.7238365
67981,391.6952872
67982,324.1528539
67983,382.8484759
67984,417.9612831
67985,469.4833536
67986,419.3718577
67987,357.1541109
67988,322.1526663
67989,309.1525546
67990,289.1396104
67991,273.3317174
67992,287.406993
67993,303.0738909
67994,302.2651733
67995,310.7453868
67996,315.6628088
67997,328.8279235
67998,328.490175
67999,427.3087402
68000,375.7566145
68001,258.5923753
68002,260.6127371
68003,270.900249
68004,306.4026695
68005,312.1487765
68006,366.1150042
68007,413.468755
68008,462.0158048
68009,580.4210807
68010,462.3736665
68011,400.6937145
68012,365.904068
68013,341.7216826
68014,377.9331572
68015,403.6277091
68016,364.0759948
68017,375.7066879
68018,403.0833627
68019,434.583156
68020,440.0095059
68021,468.1746246
68022,493.0679518
68023,495.4867475
68024,454.4810032
68025,425.9744502
68026,399.8806719
68027,344.5164933
68028,357.7931997
68029,350.0760344
68030,321.6566936
68031,366.3994982
68032,384.5162845
68033,374.03935
68034,381.8938518
68035,412.0798949
68036,399.1230308
68037,424.3779718
68038,427.7071258
68039,410.1255789
68040,471.4299569
68041,542.9037517
68042,469.6537798
68043,386.9485521
68044,368.150647
68045,359.8456482
68046,350.6653703
68047,329.9339449
68048,336.0322223
68049,369.42962
68050,433.5764427
68051,420.7658832
68052,374.0492711
68053,340.8591471
68054,355.666841
68055,338.0628559
68056,317.7338126
68057,320.0596503
68058,332.0632849
68059,361.4298373
68060,383.7170027
68061,334.9637366
68062,308.4883624
68063,346.9381286
68064,383.6335658
68065,409.4061662
68066,403.164256
68067,387.1957561
68068,405.5390373
68069,391.2738882
68070,387.2959729
68071,387.7082673
68072,378.5115566
68073,385.7072691
68074,384.6713652
68075,386.9342079
68076,425.3969943
68077,408.6147702
68078,387.9205499
68079,361.8046571
68080,336.9548637
68081,339.4483855
68082,319.2195069
68083,341.5750276
68084,386.4399859
68085,433.4653293
68086,445.5725335
68087,386.6132581
68088,346.2045388
68089,345.469824
68090,384.917495
68091,408.2424885
68092,461.6385543
68093,440.6648663
68094,399.0178363
68095,371.0480309
68096,352.264221
68097,333.6077722
68098,332.400912
68099,327.8951956
68100,348.6244752
68101,364.2547538
68102,405.564617
68103,418.5552868
68104,415.8527791
68105,391.5300517
68106,374.0726605
68107,387.4547256
68108,379.8613586
68109,375.4437136
68110,361.8215296
68111,365.4560085
68112,377.3699012
68113,390.1719955
68114,399.4134593
68115,401.7533059
68116,389.7751855
68117,394.0160112
68118,407.0057685
68119,358.6698567
68120,340.2730298
68121,376.0592128
68122,355.9957138
68123,386.1852128
68124,424.1311423
68125,406.5311812
68126,385.8290367
68127,391.6868131
68128,409.6245261
68129,382.0938274
68130,349.6496658
68131,333.5408157
68132,315.4436896
68133,315.0523304
68134,334.5533071
68135,330.5838648
68136,329.1997
68137,401.1995636
68138,335.1412756
68139,323.6611023
68140,323.2981927
68141,351.6098622
68142,406.8091048
68143,416.9961061
68144,437.2080556
68145,461.4330471
68146,445.4518688
68147,355.6804461
68148,321.8678252
68149,353.0593551
68150,382.8595962
68151,422.8093502
68152,419.8879492
68153,454.5784483
68154,490.6974442
68155,390.9843289
68156,353.4476724
68157,392.0392046
68158,432.7841146
68159,365.6798897
68160,385.4954299
68161,426.1880553
68162,441.4303765
68163,420.1529948
68164,416.9669523
68165,460.5967836
68166,466.8970954
68167,418.995719
68168,353.1632723
68169,377.6387355
68170,387.8269438
68171,420.1535637
68172,412.1443763
68173,400.2366988
68174,404.8624808
68175,417.7184357
68176,492.2280627
68177,430.9397882
68178,415.5214884
68179,441.5286871
68180,458.3321724
68181,405.7912826
68182,326.126087
68183,323.8117763
68184,433.3159539
68185,445.4970739
68186,331.3708656
68187,372.0955721
68188,378.8772464
68189,353.1325776
68190,374.0332323
68191,375.1123506
68192,376.5907188
68193,421.1151474
68194,395.9179611
68195,371.5341264
68196,396.5250653
68197,403.4345693
68198,403.9272249
68199,402.1407896
68200,374.2287142
68201,386.454957
68202,453.7085297
68203,375.8067727
68204,358.8381026
68205,412.5988181
68206,402.495998
68207,390.7267727
68208,379.145643
68209,464.2867884
68210,540.6167667
68211,515.713425
68212,470.2044799
68213,470.8418263
68214,499.7596418
68215,436.1788401
68216,379.8431381
68217,359.1366442
68218,373.6931863
68219,355.3822765
68220,350.897608
68221,357.963198
68222,356.2092384
68223,385.1414958
68224,469.1336717
68225,483.5612721
68226,473.6371044
68227,378.0483695
68228,350.4995204
68229,334.7308082
68230,385.2095189
68231,444.2533501
68232,455.1456829
68233,459.1788321
68234,437.3534966
68235,500.4080332
68236,520.3895964
68237,496.702073
68238,507.2537135
68239,501.0474607
68240,482.2680584
68241,411.5913978
68242,415.2338183
68243,414.2433872
68244,399.9883127
68245,446.7395469
68246,489.741382
68247,418.166904
68248,446.0373538
68249,478.9757708
68250,469.3748495
68251,426.0644441
68252,391.3161239
68253,456.26355
68254,400.9952811
68255,460.7569918
68256,495.9709406
68257,398.5852618
68258,409.8482919
68259,484.8136799
68260,490.7845628
68261,500.4975836
68262,452.2462881
68263,426.7026711
68264,480.3633651
68265,507.4265449
68266,496.2030195
68267,502.2752533
68268,458.2506145
68269,506.987936
68270,501.7449022
68271,461.6274201
68272,421.5957126
68273,504.4593411
68274,525.4392553
68275,501.3928832
68276,470.9087459
68277,422.8199633
68278,406.2341769
68279,408.3834056
68280,442.4324752
68281,467.1206472
68282,464.3226361
68283,486.2095353
68284,480.9895241
68285,496.2774068
68286,486.4135337
68287,461.0175565
68288,472.0621272
68289,483.8766826
68290,505.0567168
68291,503.9407866
68292,458.9824851
68293,451.6918129
68294,496.0460112
68295,521.3931293
68296,485.9056612
68297,463.7789393
68298,452.5742273
68299,465.8435775
68300,511.183003
68301,502.7114873
68302,469.7320495
68303,424.0243362
68304,383.3457484
68305,347.9730679
68306,357.7428448
68307,413.4813531
68308,416.5537994
68309,436.6319708
68310,459.1656299
68311,450.6204671
68312,476.5321286
68313,452.162474
68314,446.7711532
68315,454.9243005
68316,475.9951926
68317,485.3642459
68318,479.5107753
68319,499.8203383
68320,501.9994594
68321,482.3048091
68322,477.4998326
68323,458.2852959
68324,508.2227283
68325,402.5957563
68326,349.8062023
68327,360.999941
68328,400.3471981
68329,402.1689047
68330,410.0860222
68331,420.0011501
68332,445.8788503
68333,449.9930704
68334,476.7120024
68335,473.8698017
68336,495.5752057
68337,497.4941469
68338,488.7678119
68339,478.7845482
68340,478.879594
68341,510.5885748
68342,487.4017124
68343,482.0679832
68344,487.6074965
68345,485.7840484
68346,487.5947034
68347,505.8059415
68348,528.1809055
68349,510.4869069
68350,510.3691239
68351,538.7729612
68352,495.2581381
68353,469.5999654
68354,487.5512115
68355,525.4982522
68356,493.3418423
68357,482.2457139
68358,466.2170488
68359,506.3112979
68360,500.2902167
68361,516.2714709
68362,520.4600319
68363,487.6609037
68364,514.1536494
68365,523.9253016
68366,527.112607
68367,495.9918198
68368,536.8329425
68369,556.3134015
68370,570.8922983
68371,556.0875045
68372,556.7602296
68373,536.5720718
68374,523.4021983
68375,508.0705972
68376,502.5231366
68377,496.5111084
68378,470.1303729
68379,462.4698549
68380,453.0381397
68381,413.8469544
68382,401.4381439
68383,408.724425
68384,417.0700515
68385,433.2549837
68386,442.2645441
68387,428.4728373
68388,432.5211899
68389,449.8901947
68390,458.7079146
68391,459.1376209
68392,435.2397946
68393,449.2880557
68394,511.2814034
68395,498.2627997
68396,467.3948992
68397,473.6077502
68398,486.3271417
68399,462.6342697
68400,494.7650491
68401,532.6131365
68402,491.6168144
68403,455.2153422
68404,373.380432
68405,360.109028
68406,373.0058148
68407,395.3788218
68408,361.7001269
